Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
PZA03191.2	-4.0351E-3	0.00935	0.04261	-1.0192E-2	0.00491
PZA03191.3	-2.6362E-2	0.00875	-2.2494E-2	-1.2886E-2	0.00734
zb27.1	0.03028	0.01608	-2.4683E-2	-5.1728E-5	0.00366
PZA03649.1	-7.7549E-3	0.00458	8.5128E-4	-1.1452E-2	0.00386
PZA03648.2	-5.219E-3	-4.6514E-2	-1.4029E-2	0.04438	0.00446
PZA03648.3	-9.7665E-3	0.0072	0.00113	-1.0935E-2	0.00238
PZA03648.1	0.01026	0.04704	-3.9451E-2	-2.377E-2	0.02828
PZA03647.3	-5.1782E-3	-4.4276E-2	-1.3301E-2	0.04386	0.00208
PZA03647.1	-5.8285E-3	0.00215	0.05695	-2.5002E-2	-2.1292E-2
PZA00702.5	-1.0714E-2	-1.1969E-2	-9.0402E-3	-2.1352E-2	-3.157E-2
PZA00586.1	-1.3478E-2	-3.3225E-3	-6.1158E-3	-6.7937E-3	-9.1762E-3
PZB00628.3	0.00553	0.00732	-7.1116E-3	-6.8783E-3	7.873E-4
PZB01052.4	0.03622	-6.5595E-3	0.02306	0.04475	0.02161
PZB01052.3	0.03619	-6.3984E-3	0.02336	0.0448	0.02164
PZB01052.2	-8.8038E-3	-1.4224E-2	-1.1242E-2	-1.0828E-2	-3.58E-2
PZB01052.1	0.0366	-5.5524E-3	0.02412	0.04545	0.02176
PZA00303.19	-9.3405E-5	-1.1249E-2	0.04562	0.04647	0.01516
PZA00303.6	-1.9024E-2	0.01398	-5.8427E-3	-2.6994E-2	-1.7495E-2
PZA00618.21	-7.0361E-4	-1.3818E-2	-7.1778E-3	-1.2995E-3	-3.5341E-2
PZA00236.7	-1.0211E-2	-7.2844E-3	-1.1584E-2	0.04012	-1.9839E-2
PZA01228.2	0.0265	0.01314	-2.3079E-2	0.00201	-1.1985E-3
PZA03743.1	0.04261	-1.0139E-2	0.03018	-6.7072E-3	-1.2091E-2
PZA03744.1	0.04389	-1.0831E-2	0.02669	-3.895E-3	-1.0069E-2
PHM13673.53	0.03804	-4.6837E-3	0.02752	-2.1313E-2	-5.9687E-4
PZB01223.3	-1.2442E-2	-1.9798E-2	-1.0226E-2	-3.5669E-2	-2.5423E-2
PZA03255.1	-2.2421E-2	-1.9798E-2	-1.2832E-2	0.02623	0.05084
PZA03255.3	-9.846E-3	-1.1887E-2	-5.0874E-3	-2.8462E-2	0.02392
PZA03255.4	-9.3522E-3	-1.1646E-2	-4.8552E-3	-2.6276E-2	0.02203
PZB02516.2	-1.2756E-2	-6.965E-3	-9.2185E-3	0.05196	0.02965
PZB02516.1	-1.1715E-2	0.00132	0.01473	-2.1218E-2	0.02008
PZA02952.10	-9.3706E-3	0.01386	3.4026E-5	0.00271	9.339E-4
PZA02952.7	0.011	-6.053E-3	0.04876	-4.4099E-3	-6.6456E-3
PZB01109.1	-1.4377E-2	-4.2374E-3	0.00195	-2.3345E-2	0.00454
PZB01109.2	0.01178	0.00786	-2.5064E-2	-3.5899E-2	0.02372
PZA01035.1	0.03461	0.00521	-2.7716E-2	-1.0427E-2	0.01053
PZA00308.24	0.03717	0.02076	-2.9529E-2	0.00191	0.00385
PZA01457.1	0.0365	0.02396	-3.1794E-2	0.00401	0.00122
PZA02122.9	0.01866	0.02854	-2.7857E-2	-3.8671E-4	-2.1383E-2
PZA00892.5	0.03084	0.02183	0.01693	0.01247	-2.8905E-2
PZA03224.3	-6.6664E-3	-5.0424E-3	-1.0974E-2	-1.12E-2	0.00556
PZA03224.4	-1.794E-2	0.02961	6.2182E-4	1.495E-4	0.00511
PZA03011.6	-7.7278E-3	0.00272	-1.8822E-3	0.02785	0.00286
PZA03154.2	0.02782	0.01909	0.02808	0.01227	-1.7936E-2
PZA03154.4	0.03445	0.00874	0.0264	0.00644	0.01435
PZA03154.1	-3.0719E-2	0.04372	0.00847	-7.2536E-3	-1.6496E-3
PZB01449.2	-3.7784E-2	0.02307	-1.2577E-4	0.01602	0.01031
PZB01449.3	-4.7175E-3	-3.9478E-2	-2.1682E-2	0.00609	0.01143
PZA00047.2	-1.9426E-2	0.01748	0.00428	-1.0921E-2	-6.4012E-3
PZA00220.2	-2.3421E-2	-4.5089E-3	-8.7879E-3	0.00902	-1.2397E-2
PZA00220.11	-4.2618E-3	0.00296	-3.6395E-3	0.00254	0.00879
PZA00538.18	0.02632	-1.9113E-4	-4.5374E-2	0.02333	0.03329
PZA00538.15	0.02075	-8.8192E-3	-5.0502E-2	0.00702	0.03261
PZA00538.7	-3.6374E-2	0.02803	-1.2541E-2	-2.4376E-2	-3.1839E-2
PZA02516.1	0.01767	0.00969	-1.0833E-2	5.6904E-4	9.7482E-4
PZA03349.1	-6.096E-3	5.8389E-4	-1.0103E-3	-1.0623E-2	0.00819
PZA03346.5	-1.1888E-2	0.00393	-8.142E-4	-5.9747E-3	0.01488
PZA03553.1	-3.142E-3	-1.2574E-2	-6.6649E-3	0.04969	0.01556
PZB01457.1	-5.3357E-3	-2.4901E-2	0.02777	0.02972	-2.3307E-2
PZB01457.3	0.00554	-3.6034E-2	0.0314	0.00225	-3.4262E-2
PZA03146.3	-1.1555E-2	0.00508	1.0191E-5	-5.1156E-3	-6.7758E-3
PZA03146.1	-2.292E-2	0.00388	-7.1659E-3	-1.6004E-2	-3.6584E-2
PZA03146.4	-2.3786E-2	-2.9271E-2	-2.0082E-2	0.00141	-2.6522E-2
PZA03146.2	5.834E-4	-1.2885E-2	-3.0854E-3	-1.6459E-2	0.01499
sh2.4	-1.7303E-3	0.00493	0.05356	-2.4175E-2	0.01351
sh2.3	-1.0664E-2	-2.2819E-2	-2.257E-2	0.0157	0.02002
sh2.21	0.02933	0.01425	-2.0825E-2	-3.8792E-3	0.00827
sh2.2	-9.6159E-3	0.02583	0.05885	0.00143	-1.9748E-2
sh2.1	0.0206	-1.0651E-3	-4.1503E-2	-2.5492E-2	0.02298
PZA00750.1	0.04663	-6.2698E-3	0.02137	0.03539	0.00877
PZA01154.1	-1.9501E-2	0.0096	-7.0187E-3	-8.1748E-3	8.6985E-4
PHM3342.31	0.00789	-3.4369E-2	0.03896	-1.0826E-2	0.0148
PZA02665.2	0.0114	0.01178	-2.8877E-2	-2.2789E-2	0.0064
PZA01233.1	0.0224	0.01544	-2.4551E-2	-1.0655E-2	-7.4371E-3
PZA02514.1	0.03134	0.01453	-2.2293E-2	0.00214	0.00382
PZB02076.1	-9.6986E-3	0.02297	-3.4418E-3	-4.066E-4	6.0963E-4
PZA02824.3	-6.5178E-3	-6.3657E-3	-6.7781E-3	-1.2009E-2	0.00159
PZA02824.1	-1.0534E-2	-7.24E-3	-8.6955E-3	-6.5169E-3	9.0668E-4
PZA02668.2	0.03211	-4.9145E-3	-2.9007E-2	-6.24E-3	-5.5735E-3
PZA00219.7	-1.6722E-2	-1.2671E-2	-2.4175E-2	5.7356E-4	-1.2643E-2
PZA00219.6	-2.4443E-2	0.00772	-1.6005E-2	-1.1933E-2	-1.3877E-2
PZA03360.1	0.00184	-2.4077E-2	-8.5905E-3	0.02113	0.01016
PZA03391.1	0.02042	5.0811E-4	-2.7326E-2	-2.3533E-2	-2.9658E-2
PHM2672.19	0.01395	0.00469	-2.9131E-2	-1.4874E-2	-2.3725E-2
PZA00234.19	0.0075	-1.9557E-2	0.02849	0.01863	0.01159
PZA00234.21	0.01202	-1.2025E-2	0.04316	0.03817	0.02203
PZA02789.36	0.02672	-2.0135E-2	-3.2193E-2	-2.3529E-2	0.00693
PZA02789.31	0.01422	0.00176	0.03861	0.00141	-2.2828E-3
PZB00954.1	-6.117E-4	-1.6772E-2	-4.8079E-3	-5.6472E-3	-1.8429E-2
PZA00572.1	0.00315	0.00192	0.03758	-1.6126E-2	0.0017
PZA00572.2	0.00991	0.02465	-1.9837E-2	-1.4806E-2	2.8075E-4
PZA00316.2	-1.1335E-2	0.01179	-7.4221E-5	-1.3901E-2	-3.4203E-2
PZA00316.9	-1.7234E-4	-1.6572E-2	0.03256	-4.082E-2	0.02694
PZA01688.3	-1.1835E-2	-2.5511E-2	-8.903E-3	0.02162	-1.1175E-2
PZA01360.3	0.03498	0.00818	0.01081	-7.9399E-3	0.00455
PZA02182.1	0.02958	-5.5416E-3	-3.6374E-2	0.05502	0.00404
PZA00143.5	-8.5645E-3	-1.5473E-3	-1.9494E-3	-7.2404E-3	-6.2112E-3
PZA00420.1	-5.4651E-3	-9.0352E-3	0.01497	-1.4101E-2	-1.4292E-2
PHM2423.33	0.03413	0.01111	0.0231	0.00748	-7.7654E-3
PZA00088.3	0.02068	0.00249	-1.7562E-2	0.02501	0.00739
PZB01460.1	0.00383	0.00803	0.05558	-1.7774E-2	0.02665
PZA03013.7	0.01151	-9.7629E-3	0.0403	0.02855	0.0058
PZA03013.8	0.01601	-9.602E-3	0.05029	0.03212	0.00426
PZA00216.8	-8.9748E-3	-1.0996E-2	-3.5835E-3	0.04206	0.01689
PZA00216.2	0.04679	-1.7599E-2	0.00398	-7.7644E-3	-3.8612E-2
PZA00136.2	0.00612	-6.5289E-3	0.03309	0.03026	0.01306
PZA00136.1	0.03172	0.01054	0.01459	-2.7734E-3	-7.817E-3
PZA03109.2	-9.5163E-3	0.01129	0.0049	0.00947	0.00159
PZA03109.1	-2.1244E-2	0.01342	-8.7962E-3	9.9924E-4	-8.2123E-3
PZA03106.1	0.0436	-2.9928E-2	-8.3635E-3	-9.5777E-3	0.02874
PZA03107.1	0.01021	-1.7132E-2	0.03766	-2.0776E-2	0.02717
PZA00700.1	-2.9428E-2	0.01285	0.01227	-1.6086E-3	0.01563
PZA00700.3	-2.2756E-2	0.01461	0.00523	0.02829	0.00414
PHM2438.28	-9.2654E-3	-5.9876E-3	0.04327	0.00805	-5.2814E-3
PZA03227.1	0.02591	0.04058	0.03267	0.00125	0.00729
PZA03227.2	-1.3763E-2	0.02569	0.00309	7.1953E-4	-1.1437E-3
PZA00371.5	0.03973	-2.7181E-2	0.00533	0.00578	-6.651E-3
PZB02080.1	-7.3148E-3	0.01668	0.00798	0.01351	-2.3641E-3
PZA00436.7	-2.433E-2	-1.1083E-2	-1.6913E-2	-2.6094E-2	-4.4596E-3
PZA00683.1	0.0026	-3.0575E-2	0.02688	0.00584	0.01561
PZA00683.2	-1.341E-2	0.01293	-1.7407E-3	-7.1595E-3	1.5757E-4
PZA02358.1	0.00756	0.0371	-2.6002E-2	-5.2489E-3	-2.4516E-2
PZA02138.1	-2.7162E-2	0.0132	0.00766	9.0065E-4	0.0169
PZA01122.1	0.02543	0.02159	-3.0042E-2	7.8884E-4	0.00653
PZA00078.4	0.00529	0.01362	-2.1941E-2	0.02768	-2.9565E-2
PZA00078.2	0.01586	-3.0701E-2	0.0296	-2.5286E-2	0.00484
PZA00139.4	-9.8542E-3	-4.3327E-3	0.02929	-1.0453E-2	-1.9914E-2
PZA01422.3	0.03582	-9.1865E-3	-2.2303E-3	-1.5571E-2	-1.1991E-2
PZB01619.2	0.01799	0.02685	0.02468	-2.664E-2	0.01779
PZA02457.1	0.01951	0.02812	0.02171	-2.4426E-2	0.02149
PZA03643.2	0.00435	-2.0693E-2	-4.71E-3	-1.2169E-2	-1.7846E-2
PZA03643.1	1.8184E-4	-1.3045E-2	-2.5605E-3	-1.5377E-2	-2.0335E-2
PZA03043.8	-1.3719E-2	-4.1741E-2	-1.9466E-2	0.03998	-9.3994E-3
PZA03043.14	-1.3201E-2	-3.9929E-2	-1.9371E-2	0.04288	-9.6709E-3
PZA02705.1	0.03267	0.01186	0.01218	0.00475	-3.2591E-3
PHM15427.11	-2.9279E-2	-5.4891E-3	-1.8322E-2	-4.4888E-2	-1.8631E-2
PHM13623.14	0.03055	0.00306	0.01607	0.00272	0.01439
PZA01106.3	0.02989	0.00902	0.01254	0.00342	0.00981
PZA01713.4	0.01806	0.01599	0.01407	-1.9325E-3	0.00255
PZA03247.1	0.02672	-1.3937E-2	0.01059	0.00327	-1.5104E-2
PZA00125.2	-2.9668E-2	0.00576	-3.1932E-3	0.05834	4.2854E-4
PZA00125.8	-1.0645E-2	0.01414	0.00223	-3.5712E-3	-5.5516E-3
PZA03385.1	0.03112	-1.3736E-2	0.00929	0.05627	-5.6384E-3
PZA03385.2	-8.4395E-3	-2.2658E-2	-1.4149E-2	0.04594	-6.7655E-3
PZA01751.2	0.04929	-1.1434E-2	-4.5644E-3	-1.5876E-2	-3.9004E-2
PZA02968.4	0.00346	-3.1624E-3	0.00561	-6.2992E-3	-8.2343E-4
PZA00315.6	-1.523E-2	0.01886	0.00603	0.03627	8.6483E-4
PZA00315.1	-2.3268E-3	-2.1222E-2	-1.2161E-2	0.01007	-5.2907E-2
PZA03420.1	0.00414	-2.1108E-2	-2.2067E-3	-4.0755E-3	-5.8388E-2
su1.4	0.00296	-2.1104E-2	-2.7725E-3	-4.2523E-3	-6.1406E-2
su1.1	0.00326	-2.533E-2	-4.8719E-3	-1.7168E-3	-5.654E-2
PZA00699.1	-1.7813E-2	0.02089	0.00454	-1.3135E-2	0.01032
PZA03337.1	-4.7015E-3	-7.6024E-3	0.00759	-2.7346E-3	-5.2396E-2
PZA01759.1	0.02736	0.00135	0.00625	-1.194E-2	0.01092
PZA00726.6	0.02761	-3.715E-2	-3.56E-4	0.0428	-2.2183E-2
PZA00726.7	0.02778	-3.5283E-2	-3.1975E-3	0.03673	-2.3342E-2
PZA00726.10	0.02488	-3.6987E-2	-2.0161E-3	0.03882	-2.3498E-2
PHM14055.6	0.02678	-3.6028E-2	-6.2017E-4	0.03843	-2.3953E-2
PHM1307.11	-1.0056E-2	-5.9881E-3	-8.5002E-3	0.02364	-4.4107E-2
bt2.2	-2.9981E-2	0.00776	-6.35E-3	0.04514	0.01153
bt2.4	-7.4712E-3	0.00771	-5.7468E-4	-3.29E-3	1.7852E-4
bt2.7	0.02765	0.01325	-1.4717E-2	-1.4186E-2	-1.3746E-2
PZA03706.1	0.03186	0.01061	0.0238	0.00478	-1.3185E-2
PZA03254.1	0.03221	0.00968	0.02352	0.00461	-1.6063E-2
PZA03254.2	0.0324	0.0076	0.02391	0.00346	-1.3275E-2
PZA03254.3	0.03168	0.00953	0.02285	0.00408	-1.5681E-2
PZA03705.1	0.03048	0.00942	0.0233	0.0043	-1.6046E-2
PZA03586.1	0.03049	0.00988	0.02295	0.00454	-1.5969E-2
PZA03751.1	0.03034	0.00913	0.0222	0.00516	-1.4984E-2
PZA03752.2	-2.6932E-3	-3.7153E-2	-1.7719E-2	0.0453	-1.1258E-3
PZA03752.1	3.7424E-4	0.00788	0.00358	-5.6186E-3	-4.4615E-3
PZA03753.1	-3.0445E-3	-3.6874E-2	-1.7843E-2	0.04481	-1.2975E-3
PZA03587.2	0.02305	0.01426	0.02087	-3.4109E-3	-8.8478E-3
PZA03753.3	0.02891	0.0096	0.02493	0.00443	-1.3779E-2
PZA00548.13	-4.9748E-3	0.01789	-2.0111E-2	-1.1088E-2	-1.4371E-2
PZA00548.3	-3.6613E-3	-1.5807E-2	-2.7468E-3	-2.5104E-2	0.02562
PZA03597.1	0.00691	0.03778	0.02166	-9.0313E-3	-1.3549E-2
PZA02938.5	-7.9346E-3	-6.7617E-3	-1.568E-2	-1.9821E-2	-3.5892E-2
PZA02938.3	-7.1043E-3	-9.6128E-3	-1.3977E-2	-1.9797E-2	-3.3819E-2
PZA03270.2	0.03174	-1.7694E-4	0.01151	-1.2495E-2	0.02123
PZA03270.1	-8.5334E-3	0.03387	0.01698	-1.7229E-2	0.01394
PZA03270.3	4.9832E-4	-2.7462E-2	-1.1323E-2	0.0324	0.02865
PZA03270.4	-6.8009E-4	-1.1294E-4	-4.2195E-3	-8.6919E-3	0.00432
PZA03270.5	-1.1346E-3	-6.7689E-3	0.00266	-1.7661E-2	0.01803
PZA00218.1	0.01677	0.00177	0.00466	0.04564	-3.4454E-2
PZA00218.6	-1.243E-2	-5.0167E-3	-7.4498E-3	0.05255	0.01091
PZA03372.3	0.01771	0.01089	0.0106	0.05216	0.00472
PZA03564.1	-9.5426E-3	-1.6948E-2	-2.4646E-2	-3.9353E-2	-4.4468E-2
PZA03562.1	-3.4386E-3	-3.6802E-3	5.095E-4	-1.0511E-2	0.00712
PZA03203.1	0.01883	0.02683	-4.0255E-3	-1.9097E-2	-5.0331E-2
PZA03203.2	0.01511	0.01999	0.00749	-1.6589E-2	-3.5929E-2
PZA03367.1	-6.6908E-3	-6.667E-3	-8.1839E-3	-1.1718E-2	0.00365
PZA00104.1	0.02566	0.01375	0.00325	-9.6494E-3	0.0161
PZA03231.1	-2.6848E-3	-1.4662E-2	-2.9614E-2	-2.0416E-2	-3.971E-2
PZA03536.1	0.00788	-9.6211E-3	-1.8572E-2	0.03729	-3.1365E-4
PZA03536.2	-2.8157E-3	-2.1614E-2	-7.1786E-3	0.04155	-3.8029E-3
PZA03535.3	-1.0063E-2	-1.2827E-2	-1.0198E-2	0.04413	0.00388
PZA03535.2	-1.1799E-2	0.02663	0.04432	-4.9338E-3	0.00252
PZA00092.1	-1.8662E-2	0.01126	-2.3922E-3	-2.0377E-2	1.3021E-4
PZB02053.1	-2.9772E-3	-7.9455E-3	-3.7245E-3	-4.8517E-3	-1.9156E-2
PZB02053.2	-4.1659E-3	0.00385	0.00219	-7.9191E-3	-1.9216E-3
PZA03376.1	-1.3982E-2	0.01882	0.00881	0.00319	-2.0015E-2
PZA03376.2	-1.1297E-2	0.0278	0.01378	0.00585	3.9647E-4
PZB00104.3	0.0032	-1.0376E-2	-1.1734E-2	0.02122	-1.1844E-2
PZB00104.2	-2.4342E-2	0.02124	0.00195	-1.089E-3	-1.3852E-3
PZB00104.1	0.01612	0.008	1.7805E-6	-2.9841E-3	6.7259E-4
PZB00153.1	-1.6816E-3	-1.6126E-2	-3.4907E-3	-2.3725E-2	0.01256
PZB00093.7	0.02268	0.0087	0.00307	0.00396	0.02172
PZB00093.2	0.00294	-9.7927E-3	-5.6062E-3	0.02531	-4.5921E-3
PZB00093.1	-2.1384E-2	0.01933	0.01456	0.00231	-1.9808E-3
PZA00704.1	-6.6959E-3	-1.9957E-2	-8.8435E-3	-2.5106E-2	-5.1672E-2
PZA03409.1	0.01353	0.00477	0.00161	0.01495	0.04357
PZA03409.2	-5.419E-4	-2.0769E-2	-2.2032E-2	-2.4187E-2	-5.8492E-2
PZA03409.3	-7.1722E-3	4.4799E-4	-3.3068E-3	-4.9335E-3	0.00832
PZB01080.2	-4.0777E-3	-1.6736E-3	-3.9713E-3	-6.0052E-3	-1.3095E-2
PZB01080.1	-3.8E-3	0.01532	-1.7755E-2	-2.2281E-2	0.01348
PZB01689.1	-1.1548E-2	-5.6346E-3	-1.9658E-2	-3.1466E-2	-1.2259E-3
PZB01689.2	-2.1933E-3	0.01135	-1.6926E-2	-2.27E-2	0.0138
PZA00151.2	-1.456E-2	-1.268E-2	0.01788	-5.0272E-2	0.00727
Fea2.2	-2.7458E-2	0.03829	0.00507	-1.1305E-2	0.00148
Fea2.6	0.00175	-9.9253E-3	0.00627	0.00288	-2.0318E-2
Fea2.3	0.03781	0.01984	-8.9091E-3	-5.0072E-4	0.01128
Fea2.5	-1.8452E-2	0.02243	0.00636	-1.2062E-2	0.00438
Fea2.1	-1.7116E-2	0.00329	0.01404	-3.6024E-2	-2.7891E-2
Fea2.4	-1.1813E-2	-2.9811E-2	-1.1122E-2	0.0358	0.04151
PZA02988.2	-1.2415E-4	-5.5196E-3	-3.8323E-3	-6.6979E-3	-1.7925E-2
PZA03288.1	-9.9312E-3	-1.7668E-2	-5.0851E-3	-2.7717E-2	0.00656
PZA03288.2	-7.2995E-3	-1.8759E-2	-2.462E-3	-2.5315E-2	0.00551
PZA00663.5	-5.4195E-3	-1.6925E-2	-3.2233E-2	0.05584	0.0065
PZA02147.1	0.03221	0.00164	0.017	-2.1571E-3	0.01081
PZA03174.3	-1.9651E-2	0.02399	2.9586E-4	-5.5904E-3	-2.8177E-2
PZA03152.3	0.02925	0.00266	0.00648	0.05244	-2.2887E-2
PZA03152.1	0.02008	0.01367	0.00626	0.05056	-2.0702E-2
PZA02982.5	-1.4033E-2	0.01526	-5.1662E-4	-3.3255E-3	-2.8871E-2
PZA02982.6	0.01069	0.02841	0.01242	0.048	-2.7059E-2
PZA03297.1	-6.2823E-3	-1.6505E-2	-4.9432E-3	-2.5419E-2	-9.3938E-3
PZA03331.7	-7.46E-4	-8.0349E-3	8.7201E-4	0.00161	-7.7562E-4
PZA02992.15	0.03168	0.00808	0.01111	0.02188	0.00569
PZA02992.1	0.01496	0.01104	0.02118	0.06067	0.00448
PZA03311.2	-1.7378E-2	0.00824	-3.4911E-4	0.03871	0.01272
PZA03311.3	0.02346	-1.2887E-2	0.02562	0.01104	-1.7778E-2
PZA03311.6	-3.9033E-3	0.01189	0.01345	-1.4184E-3	-8.3446E-4
PZA03311.7	0.02298	-1.115E-2	0.02582	0.01007	-1.5428E-2
PZA03311.4	-1.2541E-2	0.02255	0.01768	-1.1874E-3	3.3093E-4
PZA00057.2	0.0426	-1.7098E-2	0.00387	0.04309	-4.1585E-3
PZB00092.1	-2.7523E-3	-7.8651E-3	-4.93E-3	-7.0921E-4	-1.3216E-2
PZB00229.2	-1.6584E-3	-1.1383E-2	-6.3783E-3	-2.0947E-3	-1.3372E-2
PZA01926.1	0.03602	-2.3211E-2	-2.0821E-2	0.04263	0.00559
PZB01378.3	3.8923E-4	-1.0645E-2	-1.7235E-4	-3.3177E-3	-2.1118E-2
PZB01378.5	0.00169	-1.2523E-2	2.6323E-4	-2.222E-3	-1.3694E-2
PZB01378.4	0.04162	-2.7597E-2	5.9843E-4	0.05143	0.00728
PZA03653.1	-3.2609E-2	0.03588	0.00467	-1.6307E-3	-2.9455E-3
PZA03654.1	-3.1903E-2	0.03347	0.0037	-2.5525E-3	-5.1834E-3
PZA00492.26	-7.4778E-3	-9.393E-3	-6.5659E-3	0.04913	0.00568
PZA00492.25	-8.7137E-3	-6.4654E-3	-6.3616E-3	0.05163	0.00607
PZA03116.1	0.03482	0.02265	0.00536	-1.5034E-2	-3.8153E-2
PZA03116.2	-1.127E-2	0.00879	-1.9301E-4	-1.3879E-2	-4.7375E-2
PZA00453.2	0.02731	-2.2283E-3	-2.8733E-2	-2.869E-2	-1.2192E-2
PZA00453.7	-4.7236E-3	-1.2973E-2	-9.7549E-3	-5.9839E-4	-2.7522E-2
PZA01289.1	0.01152	0.02287	-3.1499E-2	0.04386	0.01464
PZA03308.3	0.00163	-1.0278E-2	-7.5173E-3	-2.2252E-2	0.01509
PZA00271.1	0.02655	0.00444	-2.5893E-2	0.00154	-1.0256E-3
PZA01477.3	0.01374	0.02051	0.01463	0.03958	0.01664
PZA02819.22	-1.2784E-2	-7.4826E-3	-1.0748E-2	-1.7021E-2	0.01834
PZA02819.35	0.02363	0.03277	0.0242	0.01007	-4.1087E-2
PZA02825.4	0.00763	0.0233	-1.7947E-2	-2.1839E-2	0.03651
PZA03275.4	-2.2581E-2	0.0208	0.04896	-3.1845E-3	-8.4602E-3
PZA03275.3	-9.2307E-4	0.0045	0.00448	-6.8621E-3	1.0575E-4
PZA03275.1	-2.4425E-3	-4.1243E-2	-3.0609E-2	-1.4862E-3	-2.0121E-2
PZA01187.1	0.00256	0.03242	-2.011E-2	0.0038	-2.1844E-2
PZD00030.9	0.02489	-2.1741E-4	-2.6612E-2	-3.8455E-3	-2.5339E-3
PZD00030.2	0.02214	-4.4171E-3	-2.7992E-2	-1.2075E-2	7.3376E-4
PZD00030.8	0.00133	-1.0269E-2	-7.5265E-3	-2.5593E-3	-4.0519E-2
PZB00282.2	0.02804	-1.0891E-3	0.00406	0.00975	-4.4422E-2
PHM3637.14	0.02506	0.01704	0.02051	2.9798E-4	0.00476
PZA02194.1	0.02437	0.00323	-3.0495E-2	0.04975	0.00174
PZA02289.2	0.01986	0.01926	-2.0683E-2	0.00704	0.01843
PZA03445.1	-2.0429E-2	0.01163	-9.1829E-3	-5.8155E-3	0.01721
PZA01954.1	0.0262	0.02425	-2.0839E-2	-3.2703E-5	0.01541
PZA03263.2	-3.6666E-3	-1.0759E-2	0.00503	-3.0307E-2	0.01486
PZA03263.1	-1.032E-2	-1.736E-2	0.00422	0.02703	-2.9393E-2
PZA03158.3	0.0229	-1.562E-2	0.01506	-1.7877E-2	0.0094
PZA03158.1	-2.5326E-2	-1.1436E-2	-5.9846E-3	6.6619E-4	0.01236
PZA02949.22	0.00637	0.02223	0.04124	0.00835	-9.488E-3
PZA00941.2	0.01816	0.01999	0.00677	-7.3204E-4	0.01917
PZA00344.10	0.04276	0.00924	0.00313	0.04764	0.01011
PZB01461.3	0.02882	0.0176	-2.1956E-2	-3.9969E-4	-4.3214E-3
PZB01461.2	-1.3362E-2	-1.2111E-2	-8.4642E-3	-1.2979E-2	-1.3211E-3
PZB01461.1	0.02328	0.03421	-1.7306E-2	8.9855E-4	0.00235
PZA00332.3	0.02767	9.4442E-4	-3.7253E-2	-1.0765E-2	-3.9168E-2
PZA00332.5	0.02569	7.063E-4	-3.4289E-2	-1.1327E-2	-3.2409E-2
PZA00193.1	-1.0761E-2	-5.8433E-2	-9.2328E-3	-2.1603E-2	-8.7004E-4
PZA00193.2	-8.3169E-3	-5.1633E-2	-1.2971E-2	-2.5132E-2	-4.5797E-3
PZA03575.3	2.4799E-4	-3.067E-2	0.00686	-2.2386E-2	0.02401
PZA03575.2	-1.6989E-2	0.01329	-3.3364E-3	-6.0582E-3	-1.6567E-2
PZA01790.1	0.04454	0.01025	-3.4803E-3	9.5626E-4	0.00904
PZA03205.1	-5.7055E-3	-3.9998E-3	0.00179	-4.7455E-3	-1.7E-2
PZA03205.3	-2.6757E-2	-1.9781E-2	-7.5068E-3	0.00617	0.03596
PZA03533.1	-5.9935E-3	0.00686	0.00166	-1.5062E-3	-1.3587E-3
PZA01566.1	0.04868	0.00347	0.00642	-1.7689E-2	-1.2976E-2
PZA02421.1	0.02205	0.05252	0.01424	-4.8083E-3	-4.0739E-2
PZA00633.4	0.02164	-2.9765E-3	0.0054	0.01857	0.00134
PZA02779.1	0.02822	0.03339	0.01749	-2.4742E-3	-9.0152E-3
PZA03719.2	-8.8919E-3	-7.1627E-3	-6.4869E-3	-1.3872E-2	-2.3708E-2
PZA03719.1	-2.0095E-2	0.00264	-1.0664E-2	7.5556E-4	-4.2927E-2
PZA03720.1	-9.0829E-3	-5.1617E-3	-2.6607E-3	0.01564	0.02225
PZA03720.2	-2.2542E-3	-1.9846E-2	-1.27E-2	0.0043	-3.2783E-2
PZA03721.1	-2.6667E-2	-4.4736E-3	-8.5646E-3	0.02174	-8.7834E-3
PZA03124.1	-3.7035E-3	-1.3534E-3	0.00211	-1.006E-2	-1.8865E-3
PZA01332.2	0.04528	-1.5103E-2	0.01174	-6.5922E-3	-5.7814E-3
PZA03081.9	-2.429E-2	0.02111	-1.2671E-2	0.02152	0.00318
PZA03081.1	0.04037	-2.2183E-2	0.00914	0.0161	0.00283
PZB01021.5	-1.0705E-2	-3.4879E-3	-1.1033E-2	0.03055	0.00667
PZA03271.1	-1.246E-2	-7.3977E-3	-1.6571E-2	-2.1292E-2	-6.5915E-3
PZA03271.2	-6.5881E-3	0.00574	-2.2561E-3	-1.5857E-2	-2.2793E-3
PZA02479.1	0.03018	0.00758	4.2848E-4	-2.051E-2	0.03044
PZA02865.11	0.01545	0.01452	-2.6761E-2	0.01668	0.01205
PZA00155.1	0.02765	0.00855	-2.8057E-2	0.0039	0.00819
PZA03150.3	0.00785	-3.9298E-3	0.03026	-9.7782E-3	-2.3331E-2
PZA03150.4	-1.2974E-2	-4.332E-2	-2.1297E-2	0.01627	0.03573
PZA03155.1	-2.2216E-2	-2.8053E-2	-1.6021E-2	0.0208	0.0298
